na_sales,eu_sales,jp_sales,other_sales,global_sales,platform,KMeans_Label
0.61,0.26,0.0,0.04,0.91,XB,1
0.42,0.34,0.0,0.14,0.91,PS3,0
0.55,0.28,0.0,0.07,0.91,XOne,1
0.38,0.37,0.0,0.15,0.91,PS3,0
0.44,0.35,0.0,0.12,0.9,PS2,0
0.13,0.0,0.77,0.01,0.9,Wii,1
0.0,0.0,0.9,0.0,0.9,SNES,1
0.66,0.12,0.04,0.08,0.9,PS3,0
0.75,0.03,0.0,0.12,0.9,PS2,0
0.28,0.48,0.0,0.14,0.9,PS3,0
0.38,0.29,0.15,0.08,0.9,Wii,1
0.5,0.34,0.0,0.06,0.9,PS,0
0.3,0.49,0.0,0.1,0.9,DS,2
0.26,0.43,0.03,0.18,0.9,PS3,0
0.5,0.34,0.0,0.06,0.9,PS,0
0.17,0.13,0.55,0.05,0.9,PS2,0
0.41,0.43,0.01,0.05,0.9,XB,1
0.27,0.36,0.05,0.22,0.9,PSP,0
0.52,0.26,0.0,0.12,0.9,PS3,0
0.51,0.29,0.0,0.09,0.9,DS,2
0.84,0.05,0.0,0.01,0.9,N64,2
0.74,0.03,0.01,0.12,0.9,PS2,0
0.65,0.22,0.0,0.03,0.9,XB,1
0.42,0.37,0.01,0.1,0.9,Wii,1
0.32,0.48,0.0,0.09,0.9,PC,0
0.42,0.33,0.0,0.14,0.9,PS3,0
0.29,0.52,0.0,0.09,0.9,Wii,1
0.84,0.0,0.0,0.06,0.9,DS,2
0.42,0.32,0.01,0.15,0.9,PS3,0
0.62,0.24,0.0,0.04,0.9,XB,1
0.81,0.05,0.0,0.04,0.9,XB,1
0.44,0.34,0.0,0.11,0.9,PS2,0
0.73,0.1,0.0,0.06,0.9,X360,1
0.62,0.24,0.0,0.03,0.89,GBA,2
0.35,0.38,0.01,0.16,0.89,PS3,0
0.44,0.28,0.0,0.18,0.89,PSP,0
0.82,0.01,0.0,0.07,0.89,Wii,1
0.74,0.03,0.0,0.12,0.89,PS2,0
0.32,0.42,0.01,0.14,0.89,PS4,0
0.6,0.22,0.05,0.02,0.89,GBA,2
0.51,0.29,0.01,0.09,0.89,DS,2
0.46,0.17,0.24,0.02,0.89,GBA,2
0.6,0.19,0.0,0.1,0.89,PS3,0
0.42,0.16,0.3,0.02,0.89,GBA,2
0.0,0.0,0.89,0.0,0.89,GB,2
0.69,0.18,0.0,0.02,0.89,GC,2
0.36,0.43,0.0,0.1,0.89,Wii,1
0.16,0.11,0.56,0.06,0.89,PS,0
0.15,0.63,0.0,0.11,0.89,Wii,1
0.44,0.34,0.0,0.11,0.89,PS2,0
0.28,0.47,0.0,0.14,0.89,PS4,0
0.21,0.13,0.46,0.08,0.89,PSP,0
0.42,0.36,0.04,0.07,0.89,3DS,2
0.18,0.59,0.01,0.1,0.89,X360,1
0.81,0.0,0.01,0.07,0.89,Wii,1
0.01,0.79,0.0,0.09,0.89,PC,0
0.39,0.24,0.21,0.06,0.89,WiiU,1
0.55,0.25,0.01,0.07,0.89,X360,1
0.6,0.21,0.0,0.08,0.89,Wii,1
0.49,0.34,0.0,0.06,0.89,PS,0
0.0,0.68,0.0,0.2,0.89,PS2,0
0.0,0.0,0.89,0.0,0.89,SNES,1
0.44,0.3,0.09,0.06,0.88,PS,0
0.44,0.36,0.0,0.08,0.88,X360,1
0.38,0.41,0.01,0.08,0.88,X360,1
0.01,0.79,0.0,0.08,0.88,PC,0
0.0,0.82,0.0,0.06,0.88,DS,2
0.62,0.2,0.0,0.07,0.88,X360,1
0.6,0.21,0.0,0.08,0.88,Wii,1
0.73,0.1,0.0,0.06,0.88,X360,1
0.3,0.22,0.3,0.05,0.88,3DS,2
0.43,0.34,0.0,0.11,0.88,PS2,0
0.32,0.06,0.0,0.5,0.88,PS2,0
0.47,0.22,0.12,0.07,0.88,Wii,1
0.49,0.33,0.0,0.06,0.88,PS,0
0.42,0.38,0.0,0.07,0.88,XOne,1
0.32,0.26,0.12,0.17,0.88,PSP,0
0.51,0.28,0.01,0.08,0.88,Wii,1
0.28,0.33,0.13,0.14,0.88,PS3,0
0.43,0.33,0.0,0.11,0.88,PS2,0
0.33,0.44,0.01,0.09,0.88,X360,1
0.08,0.11,0.62,0.06,0.88,PSP,0
0.65,0.19,0.0,0.03,0.87,XB,1
0.49,0.33,0.0,0.06,0.87,PS,0
0.49,0.33,0.0,0.06,0.87,PS,0
0.7,0.11,0.0,0.06,0.87,XOne,1
0.38,0.4,0.0,0.09,0.87,X360,1
0.0,0.0,0.87,0.0,0.87,SNES,1
0.71,0.11,0.0,0.06,0.87,Wii,1
0.48,0.29,0.01,0.09,0.87,X360,1
0.61,0.24,0.0,0.03,0.87,XB,1
0.29,0.4,0.02,0.16,0.87,PS3,0
0.43,0.29,0.09,0.06,0.87,PS,0
0.73,0.03,0.0,0.12,0.87,PS2,0
0.61,0.19,0.0,0.07,0.87,Wii,1
0.82,0.0,0.0,0.06,0.87,PS3,0
0.37,0.3,0.09,0.11,0.87,PS3,0
0.48,0.33,0.0,0.06,0.87,PS,0
0.14,0.54,0.01,0.18,0.87,PS3,0
0.46,0.31,0.02,0.09,0.87,Wii,1
0.72,0.03,0.0,0.12,0.87,PS2,0
0.46,0.29,0.0,0.12,0.87,PS4,0
0.2,0.44,0.0,0.23,0.87,PSP,0
0.47,0.31,0.0,0.09,0.87,X360,1
0.72,0.03,0.0,0.12,0.87,PS2,0
0.59,0.2,0.0,0.08,0.87,DS,2
0.63,0.17,0.0,0.07,0.87,DS,2
0.48,0.37,0.0,0.02,0.87,XB,1
0.43,0.33,0.0,0.11,0.87,PS2,0
0.3,0.2,0.3,0.06,0.87,PS,0
0.12,0.52,0.0,0.23,0.87,PSP,0
0.11,0.09,0.64,0.03,0.87,PS2,0
0.47,0.32,0.0,0.08,0.87,X360,1
0.81,0.05,0.0,0.01,0.87,2600,2
0.2,0.15,0.45,0.07,0.87,PS3,0
0.1,0.59,0.0,0.18,0.87,PS2,0
0.0,0.0,0.86,0.0,0.86,3DS,2
0.12,0.63,0.0,0.11,0.86,Wii,1
0.01,0.72,0.12,0.01,0.86,PSP,0
0.35,0.37,0.01,0.14,0.86,PS3,0
0.34,0.37,0.0,0.15,0.86,PS3,0
0.54,0.06,0.21,0.05,0.86,DS,2
0.25,0.45,0.01,0.15,0.86,PS3,0
0.42,0.33,0.0,0.11,0.86,PS2,0
0.0,0.0,0.86,0.0,0.86,3DS,2
0.48,0.33,0.0,0.06,0.86,PS,0
0.81,0.04,0.0,0.01,0.86,N64,2
0.48,0.32,0.0,0.06,0.86,PS,0
0.22,0.34,0.18,0.12,0.86,PS3,0
0.52,0.26,0.0,0.08,0.86,X360,1
0.61,0.0,0.2,0.05,0.86,DS,2
0.32,0.43,0.02,0.09,0.86,X360,1
0.17,0.13,0.51,0.04,0.86,PS2,0
0.52,0.16,0.08,0.1,0.86,PS3,0
0.35,0.43,0.0,0.07,0.85,X360,1
0.46,0.26,0.01,0.12,0.85,PS3,0
0.1,0.65,0.0,0.11,0.85,DS,2
0.47,0.32,0.0,0.06,0.85,PS,0
0.46,0.31,0.0,0.08,0.85,Wii,1
0.78,0.01,0.0,0.07,0.85,Wii,1
0.79,0.0,0.0,0.07,0.85,X360,1
0.46,0.32,0.0,0.07,0.85,XOne,1
0.14,0.09,0.57,0.06,0.85,PS,0
0.64,0.18,0.0,0.03,0.85,XB,1
0.44,0.27,0.01,0.12,0.85,PS3,0
0.74,0.04,0.0,0.06,0.85,Wii,1
0.4,0.07,0.37,0.01,0.85,NES,0
0.28,0.47,0.0,0.1,0.85,DS,2
0.7,0.06,0.0,0.09,0.85,PSP,0
0.36,0.35,0.0,0.14,0.85,PS3,0
0.52,0.25,0.0,0.08,0.85,XOne,1
0.31,0.0,0.0,0.53,0.85,PS2,0
0.47,0.32,0.0,0.06,0.85,PS,0
0.42,0.32,0.0,0.11,0.85,PS2,0
0.26,0.1,0.44,0.04,0.85,3DS,2
0.32,0.25,0.2,0.08,0.85,PS2,0
0.52,0.25,0.0,0.07,0.85,Wii,1
0.46,0.29,0.02,0.07,0.85,X360,1
0.28,0.37,0.03,0.16,0.84,PS4,0
0.65,0.17,0.0,0.02,0.84,GC,2
0.56,0.11,0.13,0.05,0.84,DS,2
0.37,0.34,0.0,0.13,0.84,PS3,0
0.42,0.21,0.11,0.1,0.84,PS3,0
0.68,0.0,0.0,0.16,0.84,PS4,0
0.75,0.01,0.01,0.07,0.84,PS3,0
0.36,0.28,0.14,0.06,0.84,WiiU,1
0.46,0.3,0.0,0.09,0.84,DS,2
0.79,0.0,0.0,0.06,0.84,PS3,0
0.4,0.27,0.05,0.12,0.84,PS3,0
0.41,0.32,0.0,0.11,0.84,PS2,0
0.69,0.03,0.06,0.06,0.84,Wii,1
0.32,0.0,0.52,0.0,0.84,NES,0
0.42,0.22,0.1,0.1,0.84,PS3,0
0.47,0.32,0.0,0.05,0.84,PS,0
0.52,0.25,0.0,0.07,0.84,X360,1
0.36,0.32,0.03,0.14,0.84,PS4,0
0.24,0.16,0.39,0.05,0.84,PS2,0
0.41,0.32,0.0,0.11,0.84,PS2,0
0.6,0.22,0.0,0.01,0.84,GBA,2
0.13,0.48,0.04,0.19,0.84,PSV,0
0.32,0.33,0.05,0.14,0.84,PS3,0
0.09,0.0,0.0,0.74,0.84,PS2,0
0.37,0.38,0.01,0.08,0.84,X360,1
0.46,0.32,0.0,0.05,0.84,PS,0
0.44,0.31,0.0,0.08,0.83,Wii,1
0.22,0.15,0.4,0.05,0.83,PS,0
0.24,0.19,0.34,0.06,0.83,PS2,0
0.38,0.37,0.0,0.09,0.83,DS,2
0.77,0.03,0.0,0.04,0.83,PSP,0
0.6,0.22,0.0,0.01,0.83,GBA,2
0.43,0.21,0.01,0.19,0.83,PSV,0
0.27,0.21,0.28,0.07,0.83,PS2,0
0.62,0.18,0.01,0.03,0.83,XB,1
0.57,0.2,0.0,0.06,0.83,X360,1
0.0,0.0,0.83,0.0,0.83,GB,2
0.46,0.31,0.0,0.05,0.83,PS,0
0.39,0.26,0.12,0.05,0.83,PS,0
0.78,0.0,0.0,0.05,0.83,PS3,0
0.69,0.03,0.0,0.11,0.83,PS2,0
0.77,0.0,0.0,0.06,0.83,Wii,1
0.58,0.17,0.0,0.07,0.83,X360,1
0.41,0.32,0.0,0.11,0.83,PS2,0
0.77,0.0,0.0,0.06,0.83,DS,2
0.31,0.37,0.0,0.14,0.83,PS3,0
0.42,0.2,0.11,0.09,0.83,PS3,0
0.46,0.31,0.0,0.05,0.83,PS,0
0.46,0.31,0.0,0.05,0.83,PS,0
0.33,0.34,0.09,0.07,0.82,Wii,1
0.58,0.22,0.0,0.03,0.82,XB,1
0.72,0.02,0.0,0.09,0.82,XOne,1
0.46,0.21,0.0,0.15,0.82,PSP,0
0.64,0.17,0.0,0.02,0.82,GC,2
0.69,0.03,0.0,0.11,0.82,PS2,0
0.44,0.3,0.0,0.08,0.82,Wii,1
0.64,0.12,0.0,0.06,0.82,X360,1
0.35,0.26,0.08,0.13,0.82,PS4,0
0.68,0.11,0.0,0.03,0.82,XB,1
0.42,0.1,0.28,0.02,0.82,NES,0
0.61,0.19,0.0,0.01,0.82,N64,2
0.69,0.11,0.0,0.02,0.82,XB,1
0.76,0.05,0.0,0.01,0.82,2600,2
0.19,0.41,0.0,0.22,0.82,PSP,0
0.24,0.28,0.19,0.12,0.82,PS3,0
0.42,0.19,0.14,0.06,0.82,3DS,2
0.4,0.31,0.0,0.1,0.82,PS2,0
0.33,0.35,0.0,0.14,0.82,PS3,0
0.47,0.28,0.0,0.07,0.82,Wii,1
0.56,0.11,0.0,0.15,0.82,PS3,0
0.4,0.33,0.01,0.09,0.82,X360,1
0.4,0.33,0.0,0.09,0.82,DS,2
0.34,0.04,0.36,0.08,0.82,PS2,0
0.29,0.4,0.0,0.13,0.82,PS3,0
0.48,0.26,0.0,0.08,0.82,X360,1
0.62,0.13,0.0,0.07,0.82,PS4,0
0.67,0.07,0.0,0.07,0.82,PS3,0
0.0,0.0,0.81,0.0,0.81,GB,2
0.73,0.03,0.0,0.06,0.81,DS,2
0.4,0.31,0.0,0.1,0.81,PS2,0
0.0,0.0,0.81,0.0,0.81,SNES,1
0.33,0.25,0.07,0.17,0.81,PSP,0
0.06,0.04,0.66,0.05,0.81,PS,0
0.0,0.0,0.81,0.0,0.81,SNES,1
0.45,0.31,0.0,0.05,0.81,PS,0
0.77,0.0,0.0,0.05,0.81,Wii,1
0.63,0.16,0.0,0.02,0.81,GC,2
0.0,0.0,0.76,0.05,0.81,PS,0
0.32,0.35,0.0,0.13,0.81,PS4,0
0.07,0.05,0.63,0.05,0.81,PS,0
0.0,0.0,0.81,0.0,0.81,PSP,0
0.12,0.58,0.03,0.08,0.81,X360,1
0.68,0.12,0.0,0.01,0.81,N64,2
0.45,0.08,0.27,0.01,0.81,NES,0
0.4,0.31,0.0,0.1,0.81,PS2,0
0.33,0.35,0.0,0.13,0.81,PS3,0
0.0,0.0,0.81,0.0,0.81,SNES,1
0.32,0.4,0.0,0.09,0.81,X360,1
0.2,0.26,0.3,0.04,0.81,3DS,2
0.45,0.31,0.0,0.05,0.81,PS,0
0.43,0.3,0.01,0.07,0.81,XOne,1
0.75,0.0,0.0,0.06,0.81,PS3,0
0.52,0.21,0.0,0.07,0.81,Wii,1
0.0,0.0,0.75,0.05,0.81,PS,0
0.35,0.27,0.09,0.09,0.81,PS2,0
0.67,0.03,0.0,0.11,0.81,PS2,0
0.52,0.21,0.0,0.07,0.81,X360,1
0.75,0.0,0.0,0.06,0.8,PS3,0
0.46,0.25,0.02,0.07,0.8,Wii,1
0.4,0.33,0.0,0.07,0.8,X360,1
0.45,0.3,0.0,0.05,0.8,PS,0
0.03,0.02,0.74,0.01,0.8,PS2,0
0.62,0.16,0.0,0.02,0.8,GC,2
0.19,0.5,0.0,0.11,0.8,Wii,1
0.45,0.3,0.0,0.05,0.8,PS,0
0.39,0.31,0.0,0.1,0.8,PS2,0
0.19,0.39,0.0,0.22,0.8,PSP,0
0.45,0.3,0.0,0.05,0.8,PS,0
0.36,0.37,0.0,0.07,0.8,X360,1
0.09,0.33,0.2,0.18,0.8,PSP,0
0.48,0.25,0.0,0.07,0.8,X360,1
0.37,0.35,0.0,0.07,0.8,X360,1
0.33,0.35,0.0,0.13,0.8,PS3,0
0.44,0.19,0.03,0.13,0.8,PS3,0
0.43,0.29,0.0,0.08,0.8,Wii,1
0.08,0.46,0.0,0.25,0.8,PSP,0
0.48,0.28,0.0,0.04,0.8,XB,1
0.42,0.24,0.07,0.06,0.8,X360,1
0.45,0.28,0.0,0.07,0.8,X360,1
0.14,0.32,0.22,0.12,0.8,PS3,0
0.73,0.01,0.0,0.06,0.8,DS,2
0.0,0.0,0.75,0.05,0.8,PS,0
0.04,0.33,0.26,0.17,0.8,PSP,0
0.68,0.09,0.0,0.02,0.8,GC,2
0.54,0.19,0.0,0.06,0.8,Wii,1
0.51,0.22,0.0,0.07,0.8,X360,1
0.39,0.22,0.13,0.06,0.8,WiiU,1
0.0,0.0,0.8,0.0,0.8,PS2,0
0.0,0.0,0.8,0.0,0.8,SNES,1
0.26,0.36,0.04,0.14,0.8,PS3,0
0.47,0.24,0.01,0.08,0.79,X360,1
0.05,0.3,0.29,0.16,0.79,PSP,0
0.74,0.04,0.0,0.01,0.79,2600,2
0.66,0.02,0.0,0.11,0.79,PS2,0
0.4,0.25,0.03,0.11,0.79,PS3,0
0.38,0.34,0.0,0.08,0.79,X360,1
0.61,0.0,0.0,0.18,0.79,PS2,0
0.0,0.0,0.74,0.05,0.79,PS,0
0.42,0.03,0.3,0.04,0.79,DS,2
0.61,0.16,0.0,0.02,0.79,GC,2
0.0,0.0,0.74,0.05,0.79,PS,0
0.17,0.51,0.0,0.11,0.79,PSP,0
0.44,0.3,0.0,0.05,0.79,PS,0
0.42,0.25,0.0,0.12,0.79,PS3,0
0.62,0.11,0.0,0.07,0.79,DS,2
0.63,0.15,0.0,0.01,0.79,N64,2
0.39,0.07,0.32,0.01,0.79,NES,0
0.32,0.2,0.21,0.06,0.79,X360,1
0.64,0.03,0.02,0.1,0.79,PS2,0
0.28,0.22,0.23,0.07,0.79,PS2,0
0.0,0.0,0.79,0.0,0.79,3DS,2
0.42,0.21,0.08,0.07,0.79,Wii,1
0.44,0.27,0.01,0.07,0.79,X360,1
0.71,0.02,0.0,0.06,0.79,DS,2
0.75,0.03,0.0,0.01,0.79,N64,2
0.16,0.52,0.0,0.11,0.79,Wii,1
0.38,0.3,0.03,0.08,0.79,X360,1
0.49,0.19,0.01,0.1,0.79,PS3,0
0.65,0.03,0.0,0.11,0.79,PS2,0
0.24,0.49,0.0,0.05,0.79,XB,1
0.22,0.32,0.17,0.07,0.79,DS,2
0.43,0.27,0.01,0.07,0.79,X360,1
0.27,0.2,0.27,0.05,0.79,Wii,1
0.0,0.48,0.25,0.06,0.78,3DS,2
0.67,0.05,0.01,0.06,0.78,X360,1
0.73,0.04,0.0,0.01,0.78,2600,2
0.12,0.56,0.0,0.1,0.78,X360,1
0.56,0.21,0.0,0.01,0.78,GBA,2
0.58,0.04,0.11,0.06,0.78,DS,2
0.01,0.77,0.0,0.0,0.78,PC,0
0.43,0.3,0.0,0.05,0.78,PS,0
0.17,0.0,0.0,0.61,0.78,PS2,0
0.41,0.3,0.0,0.07,0.78,DS,2
0.72,0.0,0.0,0.06,0.78,DS,2
0.0,0.69,0.0,0.09,0.78,Wii,1
0.43,0.3,0.0,0.05,0.78,PS,0
0.72,0.0,0.0,0.06,0.78,PS3,0
0.43,0.29,0.0,0.05,0.78,PS,0
0.29,0.3,0.12,0.07,0.78,DS,2
0.13,0.42,0.13,0.1,0.78,PS4,0
0.11,0.43,0.0,0.24,0.78,PSP,0
0.38,0.24,0.0,0.16,0.78,PSP,0
0.53,0.19,0.0,0.06,0.78,X360,1
0.55,0.15,0.03,0.06,0.78,X360,1
0.65,0.02,0.0,0.11,0.78,PS2,0
0.24,0.33,0.01,0.2,0.78,PSP,0
0.41,0.29,0.0,0.07,0.78,X360,1
0.0,0.0,0.78,0.0,0.78,SNES,1
0.72,0.05,0.0,0.01,0.78,2600,2
0.6,0.16,0.0,0.02,0.78,GC,2
0.32,0.36,0.0,0.09,0.78,X360,1
0.43,0.29,0.0,0.05,0.78,PS,0
0.34,0.35,0.0,0.08,0.78,X360,1
0.28,0.4,0.0,0.09,0.77,Wii,1
0.47,0.23,0.0,0.07,0.77,Wii,1
0.66,0.02,0.03,0.06,0.77,X360,1
0.72,0.05,0.0,0.01,0.77,2600,2
0.43,0.29,0.0,0.05,0.77,PS,0
0.43,0.29,0.0,0.05,0.77,PS,0
0.67,0.05,0.0,0.05,0.77,XOne,1
0.72,0.04,0.0,0.01,0.77,2600,2
0.23,0.32,0.03,0.19,0.77,PSP,0
0.33,0.31,0.0,0.12,0.77,PS3,0
0.22,0.14,0.32,0.1,0.77,PSV,0
0.64,0.02,0.0,0.1,0.77,PS2,0
0.72,0.04,0.0,0.01,0.77,2600,2
0.37,0.19,0.11,0.1,0.77,PS3,0
0.53,0.22,0.0,0.02,0.77,N64,2
0.0,0.0,0.77,0.0,0.77,GB,2
0.55,0.2,0.0,0.01,0.77,GBA,2
0.61,0.1,0.0,0.06,0.77,DS,2
0.43,0.27,0.0,0.06,0.77,DS,2
0.71,0.0,0.0,0.06,0.77,PSP,0
0.38,0.29,0.0,0.1,0.77,PS2,0
0.38,0.29,0.0,0.1,0.77,PS2,0
0.21,0.14,0.38,0.04,0.77,DS,2
0.45,0.17,0.14,0.01,0.77,GBA,2
0.38,0.29,0.0,0.1,0.77,PS2,0
0.1,0.08,0.56,0.03,0.77,PS2,0
0.37,0.29,0.0,0.1,0.76,PS2,0
0.37,0.04,0.0,0.36,0.76,PS2,0
0.18,0.12,0.42,0.05,0.76,PS,0
0.22,0.4,0.01,0.14,0.76,PS3,0
0.22,0.47,0.0,0.08,0.76,Wii,1
0.3,0.37,0.03,0.07,0.76,3DS,2
0.36,0.38,0.0,0.03,0.76,XB,1
0.64,0.02,0.0,0.1,0.76,PS2,0
0.37,0.29,0.0,0.1,0.76,PS2,0
0.17,0.11,0.43,0.05,0.76,PS,0
0.47,0.18,0.0,0.12,0.76,PSV,0
0.0,0.0,0.71,0.05,0.76,PS,0
0.38,0.24,0.08,0.06,0.76,X360,1
0.35,0.24,0.07,0.1,0.76,PS3,0
0.33,0.32,0.0,0.11,0.76,PC,0
0.7,0.01,0.0,0.06,0.76,DS,2
0.09,0.43,0.11,0.13,0.76,PS4,0
0.29,0.39,0.0,0.08,0.76,Wii,1
0.38,0.26,0.0,0.12,0.76,PS3,0
0.0,0.0,0.76,0.0,0.76,NES,0
0.59,0.16,0.0,0.01,0.76,N64,2
0.0,0.0,0.76,0.0,0.76,PS2,0
0.09,0.03,0.62,0.02,0.76,GBA,2
0.37,0.29,0.0,0.1,0.76,PS2,0
0.11,0.29,0.0,0.36,0.76,PS2,0
0.67,0.04,0.0,0.05,0.76,Wii,1
0.36,0.31,0.01,0.08,0.76,X360,1
0.14,0.48,0.0,0.14,0.76,PC,0
0.61,0.12,0.0,0.03,0.76,XB,1
0.27,0.15,0.3,0.04,0.76,DS,2
0.54,0.2,0.0,0.01,0.76,GBA,2
0.24,0.46,0.0,0.06,0.76,Wii,1
0.31,0.24,0.13,0.08,0.76,PS2,0
0.16,0.38,0.01,0.21,0.76,PSP,0
0.29,0.32,0.01,0.13,0.76,PS3,0
0.48,0.2,0.01,0.06,0.76,X360,1
0.57,0.02,0.07,0.09,0.76,PS2,0
0.28,0.39,0.0,0.09,0.76,X360,1
0.24,0.44,0.0,0.08,0.76,Wii,1
0.18,0.38,0.06,0.14,0.76,PS3,0
0.6,0.09,0.02,0.05,0.76,Wii,1
0.0,0.0,0.76,0.0,0.76,GB,2
0.12,0.53,0.0,0.11,0.76,PC,0
0.47,0.21,0.01,0.07,0.75,XOne,1
0.67,0.03,0.0,0.06,0.75,DS,2
0.21,0.0,0.0,0.54,0.75,PS2,0
0.41,0.21,0.0,0.14,0.75,PSP,0
0.41,0.24,0.0,0.11,0.75,PS3,0
0.3,0.21,0.2,0.05,0.75,PS,0
0.17,0.39,0.0,0.19,0.75,PSV,0
0.47,0.19,0.0,0.09,0.75,PS3,0
0.41,0.22,0.01,0.11,0.75,PS3,0
0.51,0.17,0.0,0.07,0.75,Wii,1
0.46,0.21,0.01,0.07,0.75,X360,1
0.36,0.28,0.0,0.11,0.75,PS3,0
0.37,0.29,0.0,0.1,0.75,PS2,0
0.63,0.11,0.0,0.01,0.75,N64,2
0.43,0.26,0.0,0.06,0.75,X360,1
0.3,0.24,0.13,0.08,0.75,PS2,0
0.33,0.28,0.02,0.12,0.75,PS3,0
0.28,0.19,0.23,0.05,0.75,PS,0
0.69,0.0,0.0,0.06,0.75,PSP,0
0.28,0.29,0.0,0.18,0.75,PSP,0
0.48,0.24,0.0,0.03,0.75,XB,1
0.32,0.18,0.19,0.05,0.75,X360,1
0.31,0.32,0.0,0.13,0.75,PS3,0
0.42,0.26,0.0,0.07,0.75,DS,2
0.31,0.31,0.01,0.12,0.75,PS3,0
0.22,0.17,0.3,0.06,0.75,PS2,0
0.62,0.02,0.0,0.1,0.75,PS2,0
0.4,0.28,0.0,0.07,0.75,WiiU,1
0.46,0.22,0.01,0.06,0.75,X360,1
0.2,0.43,0.01,0.11,0.75,PS3,0
0.49,0.16,0.0,0.09,0.75,PS3,0
0.29,0.37,0.0,0.08,0.75,DS,2
0.55,0.14,0.0,0.05,0.75,X360,1
0.3,0.16,0.22,0.07,0.74,PS3,0
0.0,0.0,0.74,0.0,0.74,DS,2
0.36,0.28,0.0,0.1,0.74,PS2,0
0.2,0.22,0.24,0.09,0.74,PS3,0
0.36,0.28,0.0,0.1,0.74,PS2,0
0.42,0.19,0.0,0.14,0.74,PSP,0
0.36,0.3,0.02,0.06,0.74,X360,1
0.41,0.27,0.0,0.06,0.74,3DS,2
0.67,0.01,0.0,0.06,0.74,PSP,0
0.16,0.3,0.25,0.04,0.74,3DS,2
0.42,0.16,0.15,0.01,0.74,GBA,2
0.29,0.32,0.01,0.12,0.74,PS3,0
0.31,0.35,0.02,0.06,0.74,WiiU,1
0.22,0.37,0.02,0.13,0.74,PS3,0
0.7,0.0,0.0,0.05,0.74,Wii,1
0.68,0.0,0.0,0.05,0.74,Wii,1
0.61,0.1,0.0,0.03,0.74,XB,1
0.16,0.45,0.0,0.13,0.74,PC,0
0.53,0.2,0.0,0.01,0.74,GBA,2
0.36,0.28,0.0,0.09,0.74,PS2,0
0.36,0.3,0.0,0.08,0.74,Wii,1
0.41,0.28,0.0,0.05,0.74,PS,0
0.27,0.25,0.14,0.08,0.74,PS3,0
0.59,0.12,0.0,0.03,0.74,XB,1
0.16,0.06,0.5,0.02,0.74,GBA,2
0.17,0.41,0.0,0.15,0.74,PS3,0
0.22,0.38,0.0,0.14,0.74,PS3,0
0.3,0.12,0.24,0.07,0.74,PS3,0
0.31,0.11,0.3,0.02,0.74,GBA,2
0.44,0.01,0.25,0.04,0.74,DS,2
0.28,0.16,0.22,0.08,0.73,PS3,0
0.63,0.05,0.0,0.06,0.73,DS,2
0.14,0.09,0.46,0.05,0.73,PS,0
0.0,0.0,0.73,0.0,0.73,SNES,1
0.4,0.15,0.17,0.01,0.73,GBA,2
0.23,0.41,0.0,0.09,0.73,PC,0
0.0,0.0,0.73,0.0,0.73,GB,2
0.55,0.17,0.0,0.01,0.73,N64,2
0.11,0.51,0.01,0.09,0.73,X360,1
0.63,0.04,0.0,0.06,0.73,Wii,1
0.37,0.0,0.32,0.04,0.73,DS,2
0.41,0.28,0.0,0.05,0.73,PS,0
0.0,0.0,0.73,0.0,0.73,DS,2
0.54,0.16,0.0,0.03,0.73,XB,1
0.68,0.04,0.0,0.01,0.73,2600,2
0.61,0.07,0.0,0.05,0.73,X360,1
0.32,0.34,0.0,0.07,0.73,PC,0
0.67,0.01,0.0,0.05,0.73,DS,2
0.23,0.41,0.01,0.08,0.73,X360,1
0.67,0.0,0.0,0.06,0.73,X360,1
0.0,0.0,0.73,0.0,0.73,Wii,1
0.54,0.16,0.0,0.03,0.73,XB,1
0.47,0.02,0.17,0.08,0.73,PS2,0
0.52,0.19,0.0,0.01,0.73,GBA,2
0.47,0.14,0.02,0.09,0.73,PS3,0
0.33,0.32,0.0,0.08,0.73,Wii,1
0.36,0.28,0.0,0.09,0.73,PS2,0
0.52,0.15,0.0,0.06,0.73,X360,1
0.34,0.31,0.0,0.08,0.73,DS,2
0.38,0.28,0.0,0.06,0.72,X360,1
0.16,0.02,0.53,0.01,0.72,3DS,2
0.56,0.15,0.0,0.02,0.72,GC,2
0.26,0.36,0.0,0.1,0.72,PC,0
0.35,0.3,0.0,0.07,0.72,DS,2
0.52,0.19,0.0,0.01,0.72,GBA,2
0.6,0.02,0.0,0.1,0.72,PS2,0
0.19,0.46,0.0,0.08,0.72,Wii,1
0.0,0.0,0.72,0.0,0.72,PSP,0
0.32,0.22,0.08,0.1,0.72,PS4,0
0.0,0.0,0.67,0.05,0.72,PS,0
0.4,0.27,0.0,0.05,0.72,PS,0
0.59,0.02,0.01,0.1,0.72,PS2,0
0.53,0.17,0.0,0.03,0.72,XB,1
0.6,0.02,0.0,0.1,0.72,PS2,0
0.4,0.27,0.0,0.05,0.72,PS,0
0.0,0.0,0.7,0.02,0.72,GBA,2
0.35,0.3,0.0,0.07,0.72,DS,2
0.67,0.0,0.0,0.05,0.72,X360,1
0.4,0.27,0.0,0.05,0.72,PS,0
0.35,0.31,0.0,0.06,0.72,X360,1
0.35,0.28,0.0,0.09,0.72,PS2,0
0.67,0.04,0.0,0.01,0.72,2600,2
